X [],R.RA: EMG 1 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.ES: EMG 2 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.IL: EMG 3 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.GMax: EMG 4 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.RF: EMG 5 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.BF: EMG 6 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.TA&IO: EMG 7 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.MF: EMG 8 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS []
5.15,0.048191792,0.014334731,0.16970684,0.027615481,0.019432569,0.126383764,0.247428226,0.040337815
5.16,0.04827306,0.017460923,0.170358306,0.027515606,0.019432569,0.133763838,0.248772944,0.044449383
5.17,0.048354328,0.019367137,0.173615635,0.027265918,0.01958803,0.142066421,0.247428226,0.045338371
5.18,0.048110524,0.023255814,0.174592834,0.027116105,0.01966576,0.14298893,0.248772944,0.047116346
5.19,0.048516863,0.024247045,0.176547231,0.026516854,0.019510299,0.144833948,0.248772944,0.04756084
5.2,0.050304754,0.024780785,0.171009772,0.025468165,0.019510299,0.145756458,0.24339407,0.049005445
5.21,0.05046729,0.026229508,0.174267101,0.024918851,0.01966576,0.147601476,0.238015195,0.05011668
5.22,0.050386022,0.027068243,0.174267101,0.024769039,0.01974349,0.148523985,0.239359914,0.05045005
5.23,0.050548558,0.027296988,0.172312704,0.024319601,0.019898951,0.148523985,0.239359914,0.051005667
5.24,0.051036164,0.027601983,0.172638437,0.023570537,0.020132142,0.148523985,0.240704633,0.051561285
5.25,0.051848842,0.028745711,0.169381108,0.023370787,0.020132142,0.148523985,0.238015195,0.05333926
5.26,0.049248273,0.029736942,0.168403909,0.023270911,0.020132142,0.148523985,0.232636321,0.054339371
5.27,0.047866721,0.030728174,0.17752443,0.023270911,0.020132142,0.149446495,0.240704633,0.054339371
5.28,0.049248273,0.031338162,0.17752443,0.023270911,0.019976681,0.151291513,0.248772944,0.054561618
5.29,0.051279968,0.031948151,0.179478827,0.023270911,0.020054411,0.152214022,0.2528071,0.055672853
5.3,0.052824055,0.032253145,0.176872964,0.023220974,0.020054411,0.154059041,0.254151819,0.055783976
5.31,0.050548558,0.032786885,0.176547231,0.023121099,0.020054411,0.15498155,0.256841256,0.05622847
5.32,0.048760666,0.033549371,0.17752443,0.022172285,0.020132142,0.15498155,0.256841256,0.056784087
5.33,0.048110524,0.033854365,0.180456026,0.020724095,0.019976681,0.160516605,0.260875412,0.056784087
5.34,0.047947989,0.034616851,0.182084691,0.019875156,0.019898951,0.161439114,0.26222013,0.057673075
5.35,0.048516863,0.034998094,0.182410424,0.019325843,0.020054411,0.166051661,0.260875412,0.058117569
5.36,0.048516863,0.035379337,0.184039088,0.019325843,0.020054411,0.16697417,0.259530693,0.057339704
5.37,0.048598131,0.035913077,0.17980456,0.019325843,0.020132142,0.167896679,0.258185975,0.057673075
5.38,0.048841934,0.036980557,0.177198697,0.018776529,0.020909444,0.170664207,0.258185975,0.057561951
5.39,0.049979683,0.037590545,0.178175896,0.01627965,0.021842208,0.171586716,0.260875412,0.057895322
5.4,0.050386022,0.038734274,0.178827362,0.013932584,0.021686747,0.171586716,0.263564849,0.058006445
5.41,0.04973588,0.039039268,0.178827362,0.012134832,0.021686747,0.171586716,0.266254286,0.057895322
5.42,0.048598131,0.039115517,0.179478827,0.009438202,0.021842208,0.171586716,0.266254286,0.058339816
5.43,0.048923202,0.039268014,0.179478827,0.009388265,0.02254178,0.171586716,0.266254286,0.058784309
5.44,0.048679399,0.039649257,0.17980456,0.00928839,0.022852701,0.171586716,0.266254286,0.05911768
5.45,0.048679399,0.039801754,0.180456026,0.009538077,0.022930431,0.172509225,0.266254286,0.05911768
5.46,0.048435595,0.039954251,0.180781759,0.009737828,0.023085892,0.179889299,0.267599005,0.059339927
5.47,0.048841934,0.040259245,0.181758958,0.009538077,0.023241353,0.183579336,0.268943724,0.05945105
5.48,0.048841934,0.041174228,0.181758958,0.00928839,0.023163622,0.184501845,0.268943724,0.060006667
5.49,0.048923202,0.042089211,0.183061889,0.009937578,0.023085892,0.184501845,0.271633161,0.060228914
5.5,0.049167005,0.043537934,0.182736156,0.010536829,0.023163622,0.184501845,0.275667317,0.06200689
5.51,0.049898415,0.043919177,0.181758958,0.010636704,0.023163622,0.184501845,0.275667317,0.06267363
5.52,0.050304754,0.044452917,0.17752443,0.010986267,0.023319083,0.184501845,0.267599005,0.063229248
5.53,0.050386022,0.044605414,0.171009772,0.011735331,0.023241353,0.184501845,0.231291602,0.063340371
5.54,0.05046729,0.044681662,0.168729642,0.011935081,0.022697241,0.184501845,0.228602165,0.063451495
5.55,0.050304754,0.044986657,0.16970684,0.011685393,0.023008162,0.184501845,0.227257446,0.064340482
5.56,0.050548558,0.045062905,0.171009772,0.011435705,0.023163622,0.184501845,0.227257446,0.064340482
5.57,0.050873629,0.045291651,0.171986971,0.012084894,0.023319083,0.184501845,0.227257446,0.066118458
5.58,0.050792361,0.045672894,0.169381108,0.012484395,0.023630004,0.182656827,0.228602165,0.068007556
5.59,0.050873629,0.045749142,0.169055375,0.012634207,0.023707734,0.181734317,0.225912728,0.068007556
5.6,0.052336449,0.045825391,0.169381108,0.01278402,0.023707734,0.181734317,0.224568009,0.06778531
5.61,0.052255181,0.045749142,0.169055375,0.01278402,0.023707734,0.180811808,0.224568009,0.067674186
5.62,0.052336449,0.045520397,0.166449511,0.013033708,0.023552274,0.17896679,0.217844416,0.067118569
5.63,0.052173913,0.045825391,0.165472313,0.013732834,0.023707734,0.17896679,0.212465542,0.066562951
5.64,0.055262089,0.046435379,0.166449511,0.014132335,0.023785464,0.143911439,0.209776104,0.066785198
5.65,0.056156034,0.046282882,0.166775244,0.014681648,0.023863195,0.135608856,0.209776104,0.067451939
5.66,0.056481105,0.045215402,0.174918567,0.014831461,0.024174116,0.128228782,0.224568009,0.064562729
5.67,0.05704998,0.044452917,0.17752443,0.014881398,0.024329576,0.119926199,0.251462382,0.063784865
5.68,0.057131248,0.042775448,0.181758958,0.014881398,0.024407307,0.11900369,0.254151819,0.063007001
5.69,0.061194636,0.043080442,0.183387622,0.015081149,0.024485037,0.117158672,0.255496537,0.063895988
5.7,0.05997562,0.042927945,0.182736156,0.015230961,0.024640498,0.115313653,0.255496537,0.063007001
5.71,0.060300691,0.042165459,0.182410424,0.015230961,0.024562767,0.112546126,0.256841256,0.062118013
5.72,0.060463226,0.041707968,0.183387622,0.0156804,0.024407307,0.111623616,0.259530693,0.063229248
5.73,0.060381959,0.041555471,0.182736156,0.015830212,0.024407307,0.111623616,0.258185975,0.063451495
5.74,0.061113369,0.041402974,0.182736156,0.01588015,0.024795958,0.111623616,0.259530693,0.062895877
5.75,0.062413653,0.040640488,0.183387622,0.016129838,0.025029149,0.111623616,0.271633161,0.061117902
5.76,0.062657456,0.039954251,0.182410424,0.017228464,0.0254178,0.111623616,0.274322598,0.061006779
5.77,0.062576189,0.039191765,0.174592834,0.01772784,0.0254178,0.110701107,0.266254286,0.061562396
5.78,0.06143844,0.038658025,0.176547231,0.017877653,0.025495531,0.107933579,0.260875412,0.061895766
5.79,0.059894352,0.038200534,0.175570033,0.017927591,0.026272833,0.106088561,0.259530693,0.061117902
5.8,0.059000406,0.03789554,0.176221498,0.018027466,0.026350564,0.104243542,0.260875412,0.060895655
5.81,0.058675335,0.037438048,0.176872964,0.018027466,0.026506024,0.103321033,0.258185975,0.060673408
5.82,0.05704998,0.036751811,0.17752443,0.018227216,0.026739215,0.102398524,0.259530693,0.059895544
5.83,0.056968712,0.036446817,0.173941368,0.019225968,0.026972406,0.093173432,0.259530693,0.061117902
5.84,0.056562373,0.036218071,0.173289902,0.019625468,0.026816945,0.091143911,0.259530693,0.060673408
5.85,0.056156034,0.035913077,0.177850163,0.020024969,0.027205597,0.083210332,0.271633161,0.060340038
5.86,0.055912231,0.036141822,0.176872964,0.020174782,0.027127866,0.080811808,0.272977879,0.061562396
5.87,0.055830963,0.03576058,0.186644951,0.020274657,0.027127866,0.079428044,0.279701473,0.061673519
5.88,0.055668428,0.034616851,0.185667752,0.020374532,0.026583754,0.072693727,0.283735628,0.061562396
5.89,0.054693214,0.033930614,0.187296417,0.020524345,0.025961912,0.072140221,0.28239091,0.061562396
5.9,0.054205608,0.032939382,0.189576547,0.021073658,0.026195103,0.074630996,0.28239091,0.061673519
5.91,0.054205608,0.032786885,0.192833876,0.021622971,0.026195103,0.089667897,0.28239091,0.062229137
5.92,0.05412434,0.032710637,0.194136808,0.021822722,0.026117373,0.094095941,0.283735628,0.06200689
5.93,0.053636733,0.03255814,0.195114007,0.022022472,0.025650991,0.094095941,0.283735628,0.061784643
5.94,0.05339293,0.032634388,0.196091205,0.022122347,0.02534007,0.094095941,0.285080347,0.062895877
5.95,0.053555465,0.033473122,0.194788274,0.022172285,0.025884182,0.095940959,0.286425066,0.064007112
5.96,0.053718001,0.033244377,0.194788274,0.022122347,0.025961912,0.082933579,0.285080347,0.063895988
5.97,0.05339293,0.032939382,0.196742671,0.022322097,0.025884182,0.073247233,0.285080347,0.064340482
5.98,0.053474198,0.031871902,0.2,0.023420724,0.025573261,0.072601476,0.287769784,0.064118235
5.99,0.05339293,0.030728174,0.200977199,0.023470662,0.025728721,0.072509225,0.286425066,0.064451606
6,0.053067859,0.028745711,0.203257329,0.023820225,0.025650991,0.072509225,0.283735628,0.063340371
6.01,0.052336449,0.028898208,0.207166124,0.02411985,0.025884182,0.072509225,0.290459221,0.065118347
6.02,0.05193011,0.02988944,0.213680782,0.024169788,0.025806452,0.072509225,0.30121697,0.066562951
6.03,0.051767574,0.030194434,0.213355049,0.023870162,0.025961912,0.076752768,0.303906408,0.067229692
6.04,0.051605039,0.030880671,0.214657981,0.024169788,0.025806452,0.081365314,0.306595845,0.06778531
6.05,0.051686306,0.031261914,0.213355049,0.024369538,0.025495531,0.085885609,0.307940563,0.067118569
6.06,0.051523771,0.031948151,0.21237785,0.024719101,0.02534007,0.089944649,0.307940563,0.067229692
6.07,0.0511987,0.032100648,0.220521173,0.024868914,0.025184609,0.090774908,0.314664157,0.066785198
6.08,0.051117432,0.031948151,0.221498371,0.025168539,0.024873688,0.090867159,0.316008875,0.065118347
6.09,0.051117432,0.031719405,0.223127036,0.025268415,0.024873688,0.094095941,0.317353594,0.065007223
6.1,0.049573344,0.031871902,0.224104235,0.025318352,0.024795958,0.095940959,0.317353594,0.065451717
6.11,0.049573344,0.0320244,0.2247557,0.025817728,0.024562767,0.096863469,0.317353594,0.066007334
6.12,0.049329541,0.034540602,0.226384365,0.026167291,0.024407307,0.097785978,0.322732468,0.068674297
6.13,0.048679399,0.035989325,0.228338762,0.026217229,0.024329576,0.100553506,0.332145499,0.06845205
6.14,0.045103616,0.035455585,0.227361564,0.026566792,0.024018655,0.10701107,0.33080078,0.068229803
6.15,0.044047135,0.03576058,0.226710098,0.026367041,0.023863195,0.108856089,0.33080078,0.06845205
6.16,0.04315319,0.035989325,0.22019544,0.026566792,0.023474543,0.112546126,0.322732468,0.069118791
6.17,0.042096709,0.036751811,0.216612378,0.027565543,0.023241353,0.112546126,0.305251126,0.069896655
6.18,0.042015441,0.036523065,0.213029316,0.027615481,0.023241353,0.117158672,0.303906408,0.069674408
6.19,0.035270215,0.035531834,0.213029316,0.027715356,0.023319083,0.119926199,0.302561689,0.068785421
6.2,0.03364486,0.035455585,0.215309446,0.028214732,0.023241353,0.120848709,0.310630001,0.069229914
6.21,0.032750914,0.035379337,0.214332248,0.028714107,0.023241353,0.120848709,0.309285282,0.069452161
6.22,0.032425843,0.035455585,0.216938111,0.029163546,0.023241353,0.120848709,0.310630001,0.06845205
6.23,0.031613165,0.035531834,0.217263844,0.029513109,0.023163622,0.120848709,0.311974719,0.06778531
6.24,0.029337668,0.035531834,0.217589577,0.029962547,0.02254178,0.120848709,0.310630001,0.06778531
6.25,0.024217798,0.035455585,0.217263844,0.029962547,0.022308589,0.120848709,0.30121697,0.067563063
6.26,0.023242584,0.035455585,0.217263844,0.029463171,0.021997668,0.120848709,0.299872252,0.066896322
6.27,0.023080049,0.035455585,0.218566775,0.029213483,0.021919938,0.120848709,0.30121697,0.066340705
6.28,0.022836245,0.035455585,0.216938111,0.029413234,0.021764477,0.120848709,0.299872252,0.066007334
6.29,0.022511174,0.035531834,0.218566775,0.029962547,0.020831714,0.120848709,0.30121697,0.065896211
6.3,0.021861032,0.035531834,0.218892508,0.030811486,0.020676253,0.120848709,0.305251126,0.066007334
6.31,0.022592442,0.035531834,0.219218241,0.030961298,0.020520793,0.120848709,0.306595845,0.066562951
6.32,0.023811459,0.035455585,0.217589577,0.030911361,0.020132142,0.120848709,0.306595845,0.066118458
6.33,0.02559935,0.035455585,0.216938111,0.03031211,0.019976681,0.120848709,0.30121697,0.064673853
6.34,0.026005689,0.034998094,0.216286645,0.030162297,0.019976681,0.120848709,0.30121697,0.064340482
6.35,0.026005689,0.034845597,0.212052117,0.030162297,0.019043918,0.120848709,0.293148659,0.064562729
6.36,0.026086957,0.034235608,0.214006515,0.030062422,0.019043918,0.120848709,0.29180394,0.063007001
6.37,0.026168224,0.034006862,0.205863192,0.03031211,0.018966187,0.120848709,0.283735628,0.062784754
6.38,0.025924421,0.034006862,0.205863192,0.030262172,0.019043918,0.120848709,0.281046191,0.062784754
6.39,0.025843153,0.034006862,0.205211726,0.030162297,0.019043918,0.120848709,0.283735628,0.06234026
6.4,0.025843153,0.033701868,0.203908795,0.029862672,0.018655266,0.11900369,0.281046191,0.062562507
6.41,0.025843153,0.033854365,0.200651466,0.029612984,0.018499806,0.107933579,0.279701473,0.06267363
6.42,0.025924421,0.033778117,0.2,0.029812734,0.018266615,0.104243542,0.279701473,0.062895877
6.43,0.026005689,0.033701868,0.199674267,0.03031211,0.018188885,0.103321033,0.279701473,0.063229248
6.44,0.026086957,0.033244377,0.200325733,0.030661673,0.018188885,0.103321033,0.281046191,0.061895766
6.45,0.02559935,0.032253145,0.200977199,0.03051186,0.017411582,0.100553506,0.283735628,0.060895655
6.46,0.025355547,0.032329394,0.208469055,0.030411985,0.017178391,0.099630996,0.285080347,0.060784532
6.47,0.025355547,0.032329394,0.20781759,0.03031211,0.01702293,0.099630996,0.286425066,0.060451161
6.48,0.025193011,0.03255814,0.205211726,0.029463171,0.017178391,0.099630996,0.290459221,0.061006779
6.49,0.025274279,0.032786885,0.205537459,0.029263421,0.01702293,0.098708487,0.295838096,0.061229025
6.5,0.025436814,0.032939382,0.206840391,0.029563046,0.017100661,0.098708487,0.297182815,0.060784532
6.51,0.025436814,0.032329394,0.203583062,0.029513109,0.016478819,0.098708487,0.29180394,0.058228692
6.52,0.02559935,0.030651925,0.198045603,0.029363296,0.016323358,0.098708487,0.281046191,0.05622847
6.53,0.025843153,0.030041937,0.203257329,0.029363296,0.016012437,0.095940959,0.279701473,0.056117346
6.54,0.025680618,0.02988944,0.201954397,0.029013733,0.016012437,0.09197417,0.277012035,0.056339593
6.55,0.025680618,0.029203202,0.20228013,0.028913858,0.016167897,0.087638376,0.275667317,0.057006334
6.56,0.025518082,0.028364468,0.203257329,0.028614232,0.016090167,0.083579336,0.275667317,0.05622847
6.57,0.025436814,0.027906977,0.19771987,0.028364544,0.016012437,0.082656827,0.28239091,0.054339371
6.58,0.02559935,0.027525734,0.196742671,0.028264669,0.016090167,0.082472325,0.283735628,0.054228248
6.59,0.025518082,0.027525734,0.198697068,0.028264669,0.015934707,0.078782288,0.286425066,0.054228248
6.6,0.025436814,0.027373237,0.198697068,0.028614232,0.016012437,0.076476015,0.287769784,0.054006001
6.61,0.025436814,0.027068243,0.200325733,0.028614232,0.016012437,0.07601476,0.287769784,0.05367263
6.62,0.025761885,0.02348456,0.200651466,0.028214732,0.016012437,0.073892989,0.28239091,0.050672297
6.63,0.026005689,0.020587114,0.198371336,0.027865169,0.015701516,0.070756458,0.272977879,0.05078342
6.64,0.026005689,0.020739611,0.198697068,0.027515606,0.015779246,0.061254613,0.274322598,0.051339038
6.65,0.026086957,0.020358368,0.200977199,0.027915106,0.015856976,0.056549816,0.289114503,0.050338927
6.66,0.026086957,0.02028212,0.202605863,0.027815231,0.016012437,0.049815498,0.286425066,0.050005556
6.67,0.026005689,0.018985894,0.201954397,0.02701623,0.016090167,0.048800738,0.286425066,0.049227692
6.68,0.026168224,0.019138391,0.202605863,0.027265918,0.016012437,0.036900369,0.287769784,0.049005445
6.69,0.026412028,0.019138391,0.199674267,0.02721598,0.015701516,0.025369004,0.29180394,0.048672075
6.7,0.026574563,0.018985894,0.198045603,0.026616729,0.015623786,0.023431734,0.287769784,0.048672075
6.71,0.026574563,0.019443385,0.196091205,0.026167291,0.015623786,0.02297048,0.290459221,0.048560951
6.72,0.02633076,0.019595883,0.193159609,0.025667915,0.015546055,0.022693727,0.287769784,0.048116457
6.73,0.026412028,0.020663363,0.192508143,0.025218477,0.015623786,0.02297048,0.286425066,0.048894322
6.74,0.02633076,0.021273351,0.191530945,0.024769039,0.015701516,0.023247233,0.286425066,0.05011668
6.75,0.02633076,0.021273351,0.191856678,0.024918851,0.015623786,0.023616236,0.286425066,0.050227803
6.76,0.026249492,0.0213496,0.192833876,0.024769039,0.015468325,0.023800738,0.286425066,0.050561174
6.77,0.026168224,0.021578345,0.191856678,0.025418227,0.015468325,0.023800738,0.286425066,0.05045005
6.78,0.026168224,0.022493328,0.192833876,0.026666667,0.015390595,0.023431734,0.287769784,0.051339038
6.79,0.026005689,0.022722074,0.190553746,0.026466916,0.015312864,0.023523985,0.285080347,0.051450161
6.8,0.025761885,0.023027068,0.189250814,0.02576779,0.015312864,0.023523985,0.28239091,0.051783532
6.81,0.02486794,0.023179565,0.188599349,0.025867665,0.015157404,0.023616236,0.279701473,0.051339038
6.82,0.023892727,0.023560808,0.188599349,0.025867665,0.015079674,0.023892989,0.279701473,0.051450161
6.83,0.022186103,0.025009531,0.187947883,0.025867665,0.015079674,0.023892989,0.279701473,0.051894655
6.84,0.021617229,0.025162028,0.189576547,0.02576779,0.015079674,0.023892989,0.279701473,0.052005778
6.85,0.02121089,0.025467023,0.189250814,0.02576779,0.015001943,0.024538745,0.281046191,0.052228025
6.86,0.020967087,0.025695768,0.185993485,0.025867665,0.014846483,0.024354244,0.283735628,0.052228025
6.87,0.020885819,0.025848265,0.190553746,0.025617978,0.014691022,0.024723247,0.289114503,0.052116902
6.88,0.020804551,0.025848265,0.194136808,0.025717853,0.014380101,0.025830258,0.289114503,0.052339149
6.89,0.020804551,0.025924514,0.192833876,0.025917603,0.014302371,0.026107011,0.285080347,0.052672519
6.9,0.020967087,0.025924514,0.191530945,0.025867665,0.014302371,0.025830258,0.285080347,0.052116902
6.91,0.020885819,0.025695768,0.191856678,0.025817728,0.014380101,0.025830258,0.285080347,0.051339038
6.92,0.020723283,0.026000763,0.191205212,0.02576779,0.014380101,0.02601476,0.285080347,0.051116791
6.93,0.020885819,0.026305757,0.193159609,0.025218477,0.014224641,0.025922509,0.289114503,0.050561174
6.94,0.021048354,0.026305757,0.194788274,0.024719101,0.01406918,0.025922509,0.289114503,0.050561174
6.95,0.021454693,0.026077011,0.194462541,0.024669164,0.01399145,0.025830258,0.287769784,0.050338927
6.96,0.021373425,0.026000763,0.187947883,0.024669164,0.01406918,0.026107011,0.289114503,0.050227803
6.97,0.021129622,0.026000763,0.190553746,0.024619226,0.01414691,0.026291513,0.287769784,0.050005556
6.98,0.021129622,0.02561952,0.193159609,0.024569288,0.013680529,0.026383764,0.28239091,0.048894322
6.99,0.021454693,0.025238277,0.190879479,0.024519351,0.013602798,0.026476015,0.278356754,0.048005334
7,0.021454693,0.025009531,0.18762215,0.023520599,0.013525068,0.026568266,0.281046191,0.047671964
7.01,0.02267371,0.02508578,0.18762215,0.023270911,0.013525068,0.026568266,0.283735628,0.047783087
7.02,0.02340512,0.025009531,0.188599349,0.023670412,0.013525068,0.026476015,0.28239091,0.048560951
7.03,0.024380333,0.025390774,0.183061889,0.023770287,0.013525068,0.026199262,0.285080347,0.048449828
7.04,0.024949208,0.025009531,0.184690554,0.023770287,0.013369608,0.026199262,0.286425066,0.047783087
7.05,0.025518082,0.024933283,0.185993485,0.023770287,0.013291877,0.026107011,0.287769784,0.047005223
7.06,0.02559935,0.024933283,0.186644951,0.023970038,0.013369608,0.026107011,0.290459221,0.04722747
7.07,0.025680618,0.024857034,0.182084691,0.024269663,0.013369608,0.026199262,0.277012035,0.04722747
7.08,0.025761885,0.024780785,0.182084691,0.024019975,0.013136417,0.026199262,0.277012035,0.047005223
7.09,0.025843153,0.024780785,0.17752443,0.023970038,0.013369608,0.02601476,0.275667317,0.046782976
7.1,0.025843153,0.024704537,0.17752443,0.023420724,0.013369608,0.025922509,0.28239091,0.046560729
7.11,0.025761885,0.024475791,0.176547231,0.022971286,0.013447338,0.025461255,0.285080347,0.046005112
7.12,0.025436814,0.024475791,0.176221498,0.023071161,0.013369608,0.025184502,0.289114503,0.045782865
7.13,0.025111743,0.024475791,0.176547231,0.023620474,0.013369608,0.025092251,0.29180394,0.046005112
7.14,0.025274279,0.0240183,0.178827362,0.023670412,0.013214147,0.025092251,0.293148659,0.046005112
7.15,0.025030475,0.0240183,0.176872964,0.023270911,0.013214147,0.024815498,0.279701473,0.046449606
7.16,0.024949208,0.023942051,0.175895766,0.023171036,0.013214147,0.024723247,0.281046191,0.046782976
7.17,0.024949208,0.023865803,0.177198697,0.023171036,0.012903226,0.024815498,0.279701473,0.046449606
7.18,0.024624137,0.023713305,0.17980456,0.023021224,0.013058686,0.024723247,0.278356754,0.046338482
7.19,0.024461601,0.023560808,0.17980456,0.022871411,0.012980956,0.025,0.274322598,0.046116235
7.2,0.024461601,0.023560808,0.179153095,0.022921348,0.012980956,0.025,0.272977879,0.045005001
7.21,0.024461601,0.023179565,0.180456026,0.022821473,0.013058686,0.025092251,0.271633161,0.044893877
7.22,0.024705404,0.022645825,0.181758958,0.022571785,0.013136417,0.025092251,0.272977879,0.044893877
7.23,0.024949208,0.021730843,0.182084691,0.02247191,0.012980956,0.024723247,0.272977879,0.044004889
7.24,0.025436814,0.021578345,0.184364821,0.022421973,0.012980956,0.024261993,0.275667317,0.043227025
7.25,0.025518082,0.021654594,0.186644951,0.02207241,0.012980956,0.023892989,0.277012035,0.043893766
7.26,0.025843153,0.022035837,0.186319218,0.022222222,0.012980956,0.023800738,0.279701473,0.044227136
7.27,0.026655831,0.022112085,0.188925081,0.023670412,0.012980956,0.023800738,0.279701473,0.044227136
7.28,0.026655831,0.0213496,0.187947883,0.022771536,0.012980956,0.023708487,0.279701473,0.042671408
7.29,0.026737099,0.021044605,0.189250814,0.022571785,0.013136417,0.023616236,0.28239091,0.042338038
7.3,0.026737099,0.020663363,0.194136808,0.02227216,0.013136417,0.023616236,0.279701473,0.041671297
7.31,0.026737099,0.020434617,0.194136808,0.022022472,0.013136417,0.023339483,0.28239091,0.04111568
7.32,0.026493295,0.020053374,0.194462541,0.022022472,0.013058686,0.02297048,0.283735628,0.040893433
7.33,0.02633076,0.018375906,0.195765472,0.02207241,0.013058686,0.022693727,0.285080347,0.040448939
7.34,0.02633076,0.018299657,0.195765472,0.022571785,0.012980956,0.022509225,0.283735628,0.040782309
7.35,0.026574563,0.018299657,0.198045603,0.022521848,0.013136417,0.021678967,0.28239091,0.039782198
7.36,0.026655831,0.018299657,0.198697068,0.022771536,0.013214147,0.021771218,0.281046191,0.040337815
7.37,0.026655831,0.018223408,0.194788274,0.023270911,0.013369608,0.021494465,0.28239091,0.04111568
7.38,0.026737099,0.019138391,0.192508143,0.023370787,0.013369608,0.020387454,0.281046191,0.041337926
7.39,0.026818367,0.019062143,0.193485342,0.023420724,0.013291877,0.020110701,0.283735628,0.041226803
7.4,0.026737099,0.019138391,0.195439739,0.023420724,0.013291877,0.020110701,0.286425066,0.042338038
7.41,0.026899634,0.018985894,0.197394137,0.023420724,0.013291877,0.019926199,0.289114503,0.042338038
7.42,0.026899634,0.0186809,0.203908795,0.023121099,0.013369608,0.02001845,0.290459221,0.042449161
7.43,0.026980902,0.018528403,0.203257329,0.022921348,0.013369608,0.019833948,0.290459221,0.042671408
7.44,0.02706217,0.019290888,0.204234528,0.022871411,0.013369608,0.02001845,0.293148659,0.043338149
7.45,0.027224705,0.019519634,0.206840391,0.023370787,0.013369608,0.019926199,0.295838096,0.044449383
7.46,0.027468509,0.01974838,0.20781759,0.0239201,0.013214147,0.019557196,0.294493377,0.045005001
7.47,0.027956115,0.020129623,0.203257329,0.024219725,0.013136417,0.019372694,0.294493377,0.045227248
7.48,0.028118651,0.020663363,0.20228013,0.024519351,0.013136417,0.019188192,0.302561689,0.045338371
7.49,0.027874848,0.020663363,0.20228013,0.024569288,0.013136417,0.019464945,0.30121697,0.045227248
7.5,0.02779358,0.020739611,0.201954397,0.024619226,0.013136417,0.02001845,0.303906408,0.045560618
7.51,0.026899634,0.02081586,0.202605863,0.025018727,0.013136417,0.020571956,0.302561689,0.046005112
7.52,0.026086957,0.02081586,0.203257329,0.025068664,0.013214147,0.021125461,0.305251126,0.045227248
7.53,0.025111743,0.020434617,0.204560261,0.025617978,0.013291877,0.021125461,0.314664157,0.045338371
7.54,0.024380333,0.02028212,0.207166124,0.025817728,0.013291877,0.02103321,0.313319438,0.045005001
7.55,0.024055262,0.02028212,0.205863192,0.025867665,0.013136417,0.021586716,0.314664157,0.044893877
7.56,0.024217798,0.020434617,0.205211726,0.025617978,0.013136417,0.021863469,0.317353594,0.045005001
7.57,0.024624137,0.020587114,0.205863192,0.025218477,0.013291877,0.02195572,0.318698312,0.045227248
7.58,0.024542869,0.020739611,0.206840391,0.025318352,0.013291877,0.022693727,0.316008875,0.045338371
7.59,0.024542869,0.020892108,0.205863192,0.025468165,0.013058686,0.023339483,0.313319438,0.046671852
7.6,0.024542869,0.021120854,0.205537459,0.02556804,0.013058686,0.031734317,0.311974719,0.047338593
7.61,0.02486794,0.0213496,0.210423453,0.025667915,0.013214147,0.032933579,0.313319438,0.04756084
7.62,0.025843153,0.021273351,0.211400652,0.025667915,0.013214147,0.038284133,0.310630001,0.047116346
7.63,0.026493295,0.021273351,0.211726384,0.025118602,0.013291877,0.043450185,0.313319438,0.04722747
7.64,0.026493295,0.021425848,0.211726384,0.024868914,0.013369608,0.043819188,0.311974719,0.046782976
7.65,0.026493295,0.021273351,0.210749186,0.024719101,0.013447338,0.044833948,0.313319438,0.046116235
7.66,0.02706217,0.021197103,0.210749186,0.024769039,0.013369608,0.045295203,0.313319438,0.045227248
7.67,0.027143438,0.0213496,0.209446254,0.024569288,0.013369608,0.045295203,0.317353594,0.045671741
7.68,0.027468509,0.021578345,0.206188925,0.024419476,0.013136417,0.045295203,0.316008875,0.046671852
7.69,0.027387241,0.021730843,0.206188925,0.024719101,0.013291877,0.045110701,0.32138775,0.04722747
7.7,0.027224705,0.022035837,0.209120521,0.024918851,0.013291877,0.045202952,0.320043031,0.049116569
7.71,0.027224705,0.022035837,0.208143323,0.025118602,0.013136417,0.045202952,0.320043031,0.049005445
7.72,0.026980902,0.02241708,0.206188925,0.025118602,0.013214147,0.045295203,0.318698312,0.049116569
7.73,0.027468509,0.022340831,0.206514658,0.025168539,0.013291877,0.045202952,0.317353594,0.049338815
7.74,0.02852499,0.02188334,0.205537459,0.025168539,0.013291877,0.045202952,0.314664157,0.048894322
7.75,0.02998781,0.021807091,0.204234528,0.025268415,0.013291877,0.045295203,0.313319438,0.048227581
